"Drug Name","Active Ingredient","Application Number","Application Type","Supplement Date","Database Updated","Link"
"DUAVEE","BAZEDOXIFENE ACETATE; ESTROGENS, CONJUGATED","022247","NDA","03/04/2024","03/06/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1336"
"DUETACT","GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE","021925","NDA","12/21/2017","12/26/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=591"
"DUEXIS","FAMOTIDINE; IBUPROFEN","022519","NDA","11/21/2024","11/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=175"
"DULERA","FORMOTEROL FUMARATE; MOMETASONE FUROATE","022518","NDA","08/12/2019","08/15/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=332"
"DUODOTE","ATROPINE; PRALIDOXIME CHLORIDE","021983","NDA","10/06/2017","10/10/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1298"
"DUOPA","CARBIDOPA; LEVODOPA","203952","NDA","05/21/2020","05/22/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=428"
"DUPIXENT","DUPILUMAB","761055","BLA","09/27/2024","09/30/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1709"
"DURAGESIC-100","FENTANYL","019813","NDA","03/04/2021","03/09/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=741"
"DURAGESIC-12","FENTANYL","019813","NDA","03/04/2021","03/09/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=753"
"DURAGESIC-25","FENTANYL","019813","NDA","03/04/2021","03/09/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=752"
"DURAGESIC-50","FENTANYL","019813","NDA","03/04/2021","03/09/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=750"
"DURAGESIC-75","FENTANYL","019813","NDA","03/04/2021","03/09/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=746"
"DURAMORPH PF","MORPHINE SULFATE","018565","NDA","12/15/2023","12/21/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=728"
"DUREZOL","DIFLUPREDNATE","022212","NDA","07/29/2016","08/30/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=320"
"DURYSTA","BIMATOPROST","211911","NDA","10/10/2024","10/11/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2351"
"DUTOPROL","HYDROCHLOROTHIAZIDE; METOPROLOL SUCCINATE","021956","NDA","01/14/2022","01/20/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2314"
"DYANAVEL XR","AMPHETAMINE","208147","NDA","10/13/2023","10/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=693"
"DYANAVEL XR 10","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","210526","NDA","10/13/2023","10/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2594"
"DYANAVEL XR 15","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","210526","NDA","10/13/2023","10/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2595"
"DYANAVEL XR 20","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","210526","NDA","10/13/2023","10/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2596"
"DYANAVEL XR 5","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","210526","NDA","10/13/2023","10/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2597"
"DYAZIDE","HYDROCHLOROTHIAZIDE; TRIAMTERENE","016042","NDA","08/20/2020","08/27/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2315"
"DYLOJECT","DICLOFENAC SODIUM","022396","NDA","05/09/2016","08/08/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=176"
"DYMISTA","AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE","202236","NDA","12/17/2024","12/18/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1678"
"DYNA-HEX","CHLORHEXIDINE GLUCONATE","020111","NDA","11/20/2017","11/20/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1370"
"DYSPORT","abobotulinumtoxinA","125274","BLA","09/21/2023","09/25/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=333"
"E-Z-HD","BARIUM SULFATE","208036","NDA","04/30/2019","05/01/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=691"
"E.E.S.","ERYTHROMYCIN ETHYLSUCCINATE","050207","NDA","04/23/2018","04/30/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1537"
"EC-NAPROSYN","NAPROXEN","020067","NDA","11/21/2024","11/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=197"
"ECOZA","ECONAZOLE NITRATE","205175","NDA","11/18/2019","11/21/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2119"
"EDARBI","AZILSARTAN KAMEDOXOMIL","200796","NDA","01/16/2024","01/18/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=515"
"EDARBYCLOR","AZILSARTAN KAMEDOXOMIL; CHLORTHALIDONE","202331","NDA","03/09/2020","03/11/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=516"
"EDLUAR","ZOLPIDEM TARTRATE","021997","NDA","08/18/2019","08/26/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1734"
"EDURANT","RILPIVIRINE HYDROCHLORIDE","202022","NDA","03/15/2024","03/20/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1277"
"EFFEXOR XR","VENLAFAXINE HYDROCHLORIDE","020699","NDA","08/18/2023","08/23/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=65"
"EFFIENT","PRASUGREL HYDROCHLORIDE","022307","NDA","12/22/2020","12/28/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=334"
"EFUDEX","FLUOROURACIL","016831","NDA","10/14/2021","10/18/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2538"
"EGATEN","TRICLABENDAZOLE","208711","NDA","02/17/2022","02/22/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2586"
"ELAHERE","MIRVETUXIMAB SORAVTANSINE-GYNX","761310","BLA","03/22/2024","03/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2934"
"ELAPRASE","IDURSULFASE","125151","BLA","11/16/2018","11/21/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1752"
"ELELYSO","TALIGLUCERASE ALFA","022458","BLA","07/10/2024","07/15/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=140"
"ELEPSIA XR","LEVETIRACETAM","204417","NDA","03/12/2024","03/14/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2369"
"ELESTRIN","ESTRADIOL","021813","NDA","02/15/2024","02/20/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1337"
"ELIGARD","LEUPROLIDE ACETATE","021343","NDA","02/15/2019","02/20/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1873"
"ELIGARD","LEUPROLIDE ACETATE","021379","NDA","02/15/2019","02/20/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1875"
"ELIGARD","LEUPROLIDE ACETATE","021488","NDA","02/15/2019","02/20/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1876"
"ELIGARD","LEUPROLIDE ACETATE","021731","NDA","02/15/2019","02/20/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1874"
"ELIGARD KIT","LEUPROLIDE ACETATE","021343","NDA","07/20/2023","08/28/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2841"
"ELIQUIS","APIXABAN","202155","NDA","10/12/2021","10/15/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=312"
"ELITEK","RASBURICASE","103946","BLA","12/12/2019","12/13/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=58"
"ELLA","ULIPRISTAL ACETATE","022474","NDA","06/24/2021","06/28/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1543"
"ELLENCE","EPIRUBICIN HYDROCHLORIDE","050778","NDA","07/26/2019","07/30/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1996"
"ELMIRON","PENTOSAN POLYSULFATE SODIUM","020193","NDA","03/12/2021","03/15/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2277"
"ELOCON","MOMETASONE FUROATE","019543","NDA","05/21/2018","05/24/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1586"
"ELOCON","MOMETASONE FUROATE","019625","NDA","05/21/2018","06/13/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1597"
"ELOCON","MOMETASONE FUROATE","019796","NDA","05/21/2018","06/14/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1601"
"ELOXATIN","OXALIPLATIN","021759","NDA","06/23/2023","06/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2225"
"ELUCIREM","GADOPICLENOL","216986","NDA","07/23/2024","07/24/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2913"
"ELYXYB","CELECOXIB","212157","NDA","11/21/2024","11/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2451"
"ELZONRIS","TAGRAXOFUSP-ERZS","761116","BLA","07/26/2023","07/31/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2690"
"EMBEDA","MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE","022321","NDA","10/07/2019","10/10/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=719"
"EMEND","APREPITANT","021549","NDA","11/14/2019","11/19/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1094"
"EMEND","FOSAPREPITANT DIMEGLUMINE","022023","NDA","05/02/2022","05/05/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1096"
"EMEND","APREPITANT","207865","NDA","11/14/2019","11/19/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1095"
"EMERPHED","EPHEDRINE SULFATE","213407","NDA","08/15/2024","08/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3007"
"EMFLAZA","DEFLAZACORT","208684","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1967"
"EMFLAZA","DEFLAZACORT","208685","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1968"
"EMGALITY","GALCANEZUMAB-GNLM","761063","BLA","05/24/2022","05/26/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1966"
"EMLA","LIDOCAINE; PRILOCAINE","019941","NDA","11/02/2018","11/05/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1711"
"EMPLICITI","ELOTUZUMAB","761035","BLA","03/22/2022","03/29/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1066"
"EMSAM","SELEGILINE","021336","NDA","07/14/2017","07/19/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1130"
"EMTRIVA","EMTRICITABINE","021500","NDA","12/10/2018","01/09/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1003"
"EMTRIVA","EMTRICITABINE","021896","NDA","12/10/2018","01/09/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1004"
"ENABLEX","DARIFENACIN HYDROBROMIDE","021513","NDA","07/14/2021","07/19/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2509"
"ENBREL","ETANERCEPT","103795","BLA","09/12/2024","09/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=540"
"ENDARI","L-GLUTAMINE","208587","NDA","04/22/2020","04/29/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2240"
"ENHERTU","FAM-TRASTUZUMAB DERUXTECAN-NXKI","761139","BLA","02/15/2024","02/20/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2390"
"ENJAYMO","SUTIMLIMAB-JOME","761164","BLA","02/08/2024","02/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2721"
"ENJUVIA","ESTROGENS, CONJUGATED SYNTHETIC B","021443","NDA","02/15/2024","02/20/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1338"
"ENSPRYNG","SATRALIZUMAB","761149","BLA","09/14/2022","09/16/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2466"
"ENSTILAR","BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE","207589","NDA","10/16/2020","10/21/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2002"
"ENTEREG","ALVIMOPAN","021775","NDA","11/17/2020","11/24/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2086"
"ENTOCORT EC","BUDESONIDE","021324","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1306"
"ENTRESTO","SACUBITRIL; VALSARTAN","207620","NDA","04/12/2024","04/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1374"
"ENTYVIO","VEDOLIZUMAB","125476","BLA","03/14/2024","03/18/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1941"
"ENTYVIO","VEDOLIZUMAB","761133","BLA","03/14/2024","03/18/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2919"
"ENVARSUS XR","TACROLIMUS","206406","NDA","04/08/2024","04/11/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=136"
"EOVIST","GADOXETATE DISODIUM","022090","NDA","07/23/2024","07/24/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1552"
"EPANED","ENALAPRIL MALEATE","208686","NDA","07/28/2017","07/31/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1156"
"EPANED KIT","ENALAPRIL MALEATE","204308","NDA","07/28/2017","07/31/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=11"
"EPANOVA","OMEGA-3-CARBOXYLIC ACIDS","205060","NDA","03/09/2017","03/10/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=460"
"EPCLUSA","SOFOSBUVIR; VELPATASVIR","208341","NDA","04/27/2022","04/29/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=849"
"EPCLUSA","SOFOSBUVIR; VELPATASVIR","214187","NDA","04/27/2022","04/29/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2610"
"EPHEDRINE SULFATE","EPHEDRINE SULFATE","208609","NDA","06/10/2024","06/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2983"
"EPIDIOLEX","CANNABIDIOL","210365","NDA","03/04/2024","03/06/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2298"
"EPIDUO FORTE","ADAPALENE; BENZOYL PEROXIDE","207917","NDA","04/27/2022","04/29/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2611"
"EPINEPHRINE","EPINEPHRINE HYDROCHLORIDE","205029","NDA","09/10/2021","09/15/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=226"
"EPIPEN","EPINEPHRINE","019430","NDA","02/10/2023","02/13/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=227"
"EPIVIR","LAMIVUDINE","020564","NDA","04/27/2018","05/02/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=310"
"EPIVIR","LAMIVUDINE","020596","NDA","04/27/2018","05/02/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=311"
"EPIVIR-HBV","LAMIVUDINE","021003","NDA","12/22/2021","12/28/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1053"
"EPIVIR-HBV","LAMIVUDINE","021004","NDA","12/22/2021","12/28/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1054"
"EPOGEN/PROCRIT","EPOETIN ALFA","103234","BLA","07/25/2018","07/26/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1024"
