Drug,Application Number,Date,Boxed Warning,Contraindications,Warnings and Precautions,Adverse Reactions,Drug Interactions,Use in Specific Populations,PCI/PI/MG
EYLEA HD(BLA-761355),761355,10/10/2024,,,,x,,,
EYLEA HD(BLA-761355),761355,12/14/2023,,,x,x,,,x
EZALLOR SPRINKLE(NDA-208647),208647,03/20/2024,,,,,,,x
EZALLOR SPRINKLE(NDA-208647),208647,08/04/2023,,x,x,x,x,x,x
EZALLOR SPRINKLE(NDA-208647),208647,09/25/2020,,,x,,x,,x
EZALLOR SPRINKLE(NDA-208647),208647,03/27/2019,,,,,,,
FABHALTA(NDA-218276),218276,03/26/2024,,,,,,,x
FABRAZYME(BLA-103979),103979,07/10/2024,x,,x,,,,x
FABRAZYME(BLA-103979),103979,02/06/2024,,,x,x,,x,x
FABRAZYME(BLA-103979),103979,03/11/2021,,,x,x,,x,
FABRAZYME(BLA-103979),103979,12/18/2018,,,,x,,x,x
FACTIVE(NDA-021158),021158,05/03/2019,,,x,x,,x,x
FACTIVE(NDA-021158),021158,12/13/2018,,x,,,,x,x
FACTIVE(NDA-021158),021158,10/18/2018,,,x,,,,x
FACTIVE(NDA-021158),021158,07/26/2016,x,,x,x,,,x
FAMVIR(NDA-020363),020363,12/18/2018,,,,,,x,x
FAMVIR(NDA-020363),020363,09/16/2016,,,,x,,,x
FANAPT(NDA-022192),022192,04/02/2024,,,x,x,x,x,x
FANAPT(NDA-022192),022192,02/23/2017,,,x,,,,
FANAPT(NDA-022192),022192,02/23/2017,,,x,,,,
FANAPT(NDA-022192),022192,05/26/2016,x,,x,,,,
FANAPT(NDA-022192),022192,01/05/2016,,x,,x,,,
FARESTON(NDA-020497),020497,12/13/2024,,,,x,,,
FARESTON(NDA-020497),020497,05/12/2017,,,x,x,,,x
FARXIGA(NDA-202293),202293,06/12/2024,,x,x,x,,x,x
FARXIGA(NDA-202293),202293,09/12/2023,,,x,x,,,x
FARXIGA(NDA-202293),202293,05/08/2023,,,,x,,x,
FARXIGA(NDA-202293),202293,10/13/2022,,,,,x,,x
FARXIGA(NDA-202293),202293,04/30/2021,,,x,x,,x,x
FARXIGA(NDA-202293),202293,05/05/2020,,x,x,x,,x,x
FARXIGA(NDA-202293),202293,02/03/2020,,,,,,,x
FARXIGA(NDA-202293),202293,01/24/2020,,,x,,,,x
FARXIGA(NDA-202293),202293,10/18/2019,,x,x,x,,x,x
FARXIGA(NDA-202293),202293,02/22/2019,,,x,x,,x,
FARXIGA(NDA-202293),202293,10/26/2018,,,x,x,,,x
FARXIGA(NDA-202293),202293,10/20/2017,,,,x,,x,x
FARXIGA(NDA-202293),202293,03/01/2017,,,,x,,,
FARXIGA(NDA-202293),202293,08/17/2016,,,x,,,,x
FARXIGA(NDA-202293),202293,06/14/2016,,x,x,x,,,x
FARYDAK(NDA-205353),205353,06/06/2016,,,x,,,x,x
FASENRA(BLA-761070),761070,09/17/2024,,,,x,,x,x
FASENRA(BLA-761070),761070,04/05/2024,,,,x,,x,x
FASENRA(BLA-761070),761070,10/03/2019,,,,x,,x,x
FASLODEX(NDA-021344),021344,05/13/2020,,,,x,,,
FASLODEX(NDA-021344),021344,03/11/2019,,,,x,,,x
FASLODEX(NDA-021344),021344,07/05/2018,,,,x,,,
FASLODEX(NDA-021344),021344,11/14/2017,,,,x,,,x
FASLODEX(NDA-021344),021344,08/25/2017,,,,x,,,
FASLODEX(NDA-021344),021344,07/12/2016,,,x,x,,,x
FASLODEX(NDA-021344),021344,05/19/2016,,,x,,,,
FASLODEX(NDA-021344),021344,03/01/2016,,,x,,,,
FAZACLO ODT(NDA-021590),021590,04/14/2020,,,x,x,x,,x
FAZACLO ODT(NDA-021590),021590,02/23/2017,x,,x,x,,,x
FELDENE(NDA-018147),018147,11/21/2024,,,x,x,,,
FELDENE(NDA-018147),018147,04/28/2021,,,x,,,x,x
FELDENE(NDA-018147),018147,05/03/2019,,,x,,,,x
FELDENE(NDA-018147),018147,05/09/2016,x,,x,,,,x
FEMARA(NDA-020726),020726,12/16/2024,,,,x,,,
FEMARA(NDA-020726),020726,04/05/2018,,,,x,,,
FEMARA(NDA-020726),020726,07/13/2017,,x,x,x,x,x,x
FEMCON FE(NDA-021490),021490,08/09/2017,,x,x,,x,,x
FEMCON FE(NDA-021490),021490,09/22/2016,,,,,,,
FEMHRT(NDA-021065),021065,05/18/2023,x,,,,,,x
FEMHRT(NDA-021065),021065,05/18/2023,,,,,,x,
FEMHRT(NDA-021065),021065,11/01/2017,,,x,,,,x
FEMRING(NDA-021367),021367,02/15/2024,,,x,,,,
FEMRING(NDA-021367),021367,08/18/2023,,,,,,,x
FEMRING(NDA-021367),021367,11/01/2017,,,x,,,,x
FEMRING(NDA-021367),021367,08/08/2017,,,,x,,,
FEMRING(NDA-021367),021367,08/08/2017,,,,,,,x
FEMTRACE(NDA-021633),021633,11/01/2017,,,x,,,,
FENOGLIDE(NDA-022118),022118,06/03/2021,,,x,x,,,x
FENOGLIDE(NDA-022118),022118,05/15/2019,,,,x,,,
FENOGLIDE(NDA-022118),022118,03/13/2019,,,,,,x,x
FENOGLIDE(NDA-022118),022118,05/18/2018,,,x,x,,,
FENSOLVI KIT(NDA-213150),213150,04/26/2022,,,x,x,,,x
FENTANYL CITRATE(NDA-019101),019101,12/15/2023,x,,x,x,,x,x
FENTANYL CITRATE(NDA-019101),019101,10/08/2019,,,x,,,,
FENTANYL CITRATE(NDA-019101),019101,01/24/2019,,,,,,x,
FENTANYL CITRATE(NDA-019101),019101,12/16/2016,x,x,x,x,x,x,x
FENTANYL CITRATE(NDA-019115),019115,12/15/2023,x,,x,x,,x,x
FENTANYL CITRATE(NDA-019115),019115,10/07/2019,,,x,,x,,
FENTANYL CITRATE(NDA-019115),019115,12/16/2016,x,x,,,,,
FENTANYL CITRATE(NDA-019115),019115,12/16/2016,,,x,x,x,x,x
FENTANYL CITRATE(NDA-215870),215870,12/15/2023,,,x,x,x,x,x
FENTORA(NDA-021947),021947,12/15/2023,,,x,x,x,x,x
FENTORA(NDA-021947),021947,11/22/2022,,,,,,,x
FENTORA(NDA-021947),021947,03/04/2021,x,,x,,x,,x
FENTORA(NDA-021947),021947,10/07/2019,,,x,,x,,x
FENTORA(NDA-021947),021947,12/16/2016,x,x,x,x,x,x,x
FENTORA(NDA-021947),021947,12/16/2016,x,x,x,x,x,x,x
FERAHEME(NDA-022180),022180,06/16/2022,,,,x,,,
FERAHEME(NDA-022180),022180,09/11/2020,,,,,,x,
FERAHEME(NDA-022180),022180,02/02/2018,x,,x,x,,x,x
FERRIPROX(NDA-021825),021825,11/30/2021,,,x,x,,,x
FERRIPROX(NDA-021825),021825,04/30/2021,,,x,x,x,x,x
FERRIPROX(NDA-021825),021825,02/20/2020,,,,,,x,x
FERRIPROX(NDA-021825),021825,07/25/2019,,,x,x,x,x,x
FERRIPROX(NDA-208030),208030,11/30/2021,,,x,x,,,x
FERRIPROX(NDA-208030),208030,04/30/2021,,,x,x,,x,x
FERRIPROX(NDA-208030),208030,02/20/2020,,,,,,x,x
FERRIPROX(NDA-212269),212269,11/30/2021,,,x,x,,,x
FERRIPROX(NDA-212269),212269,04/30/2021,,,x,x,,x,
FERRLECIT(NDA-020955),020955,03/16/2022,,,,x,,,x
FERRLECIT(NDA-020955),020955,12/02/2020,,,x,,,x,
FERRLECIT(NDA-020955),020955,03/31/2020,,x,x,x,,x,
FETROJA(NDA-209445),209445,09/25/2020,,,x,x,,x,x
FETZIMA(NDA-204168),204168,04/19/2024,,,,,,x,x
FETZIMA(NDA-204168),204168,08/18/2023,,,x,x,,x,x
FETZIMA(NDA-204168),204168,03/24/2023,,x,x,x,,x,x
FETZIMA(NDA-204168),204168,09/20/2021,,,x,x,,,x
FETZIMA(NDA-204168),204168,10/07/2019,x,,x,x,x,x,x
FETZIMA(NDA-204168),204168,12/19/2017,,,,x,,,
FETZIMA(NDA-204168),204168,01/04/2017,,x,x,,x,x,x
FEXINIDAZOLE(NDA-214429),214429,09/20/2024,,x,,,,x,
FEXINIDAZOLE(NDA-214429),214429,09/20/2024,,,,,x,,
FEXINIDAZOLE(NDA-214429),214429,12/15/2021,,x,,x,,,
FIASP(BLA-208751),208751,06/21/2023,,,,x,,,x
FIASP(BLA-208751),208751,12/19/2019,,,,x,,x,
FIASP(BLA-208751),208751,12/19/2019,,,,x,,x,
FIASP(BLA-208751),208751,10/21/2019,,,x,x,,,x
FIASP(BLA-208751),208751,10/21/2019,,,x,x,,,x
FIASP(BLA-208751),208751,09/04/2018,,,,,,,
FIBRICOR(NDA-022418),022418,06/03/2021,,,x,x,,,x
FIBRICOR(NDA-022418),022418,09/30/2019,,,,,,x,
FIBRICOR(NDA-022418),022418,05/15/2019,,,,x,,,
FIBRICOR(NDA-022418),022418,05/18/2018,,,x,x,,,
FILSPARI(NDA-216403),216403,09/05/2024,x,,x,x,,,x
FINACEA(NDA-021470),021470,11/01/2021,,,,x,,,
FINACEA(NDA-021470),021470,11/27/2020,,,x,,,x,
FINACEA(NDA-021470),021470,08/05/2016,,,x,x,,,x
FINACEA(NDA-207071),207071,12/01/2020,,,,,,x,x
FINACEA(NDA-207071),207071,12/01/2020,,,,,,x,x
FINTEPLA(NDA-212102),212102,12/11/2023,,,,x,,,
FINTEPLA(NDA-212102),212102,01/03/2023,,,,,,x,
FINTEPLA(NDA-212102),212102,03/25/2022,,,x,x,x,x,x
FIORICET W/ CODEINE(NDA-020232),020232,12/15/2023,x,,x,x,,x,x
FIORICET W/ CODEINE(NDA-020232),020232,03/04/2021,,,x,,x,,x
FIORICET W/ CODEINE(NDA-020232),020232,10/07/2019,,,x,,x,,x
FIORICET W/ CODEINE(NDA-020232),020232,09/18/2018,x,,x,,,,
FIORICET W/ CODEINE(NDA-020232),020232,08/29/2017,x,x,x,x,,x,x
FIORICET W/ CODEINE(NDA-020232),020232,12/16/2016,x,x,x,x,x,x,x
FIORINAL(NDA-017534),017534,04/28/2021,,,x,,,x,x
FIORINAL W/CODEINE(NDA-019429),019429,04/28/2021,,,x,x,,x,x
FIORINAL W/CODEINE(NDA-019429),019429,04/28/2021,,,x,x,,x,x
FIORINAL W/CODEINE(NDA-019429),019429,10/07/2019,,,x,,x,,x
FIORINAL W/CODEINE(NDA-019429),019429,09/18/2018,x,,x,,,,
FIORINAL W/CODEINE(NDA-019429),019429,08/29/2017,x,x,x,x,,x,x
FIORINAL W/CODEINE(NDA-019429),019429,12/16/2016,x,x,x,x,x,x,x
FIRAZYR(NDA-022150),022150,01/19/2024,,,,,,,x
FIRAZYR(NDA-022150),022150,04/16/2020,,,,,,x,
FIRAZYR(NDA-022150),022150,04/16/2020,,,,x,,,
FIRDAPSE(NDA-208078),208078,05/30/2024,,,,x,,x,
FIRDAPSE(NDA-208078),208078,05/15/2023,,,,,,x,
FIRDAPSE(NDA-208078),208078,09/29/2022,,,,x,,x,x
FIRDAPSE(NDA-208078),208078,03/01/2021,,,x,x,,x,x
FIRMAGON(NDA-022201),022201,02/24/2020,,x,x,x,,x,x
FIRVANQ KIT(NDA-208910),208910,01/29/2021,,,x,x,,,x
FLAGYL(NDA-012623),012623,07/08/2024,,,x,x,,,
FLAGYL(NDA-012623),012623,10/06/2023,,,x,,,,
FLAGYL(NDA-012623),012623,12/15/2021,,x,,x,,,
FLAGYL(NDA-012623),012623,03/05/2021,,,x,x,,,
FLAGYL(NDA-012623),012623,04/03/2018,,,x,,,,
FLAGYL(NDA-020334),020334,07/08/2024,,,x,x,,,
FLAGYL(NDA-020334),020334,10/06/2023,,,x,,,,
FLAGYL(NDA-020334),020334,12/15/2021,,x,,x,,,
FLAGYL(NDA-020334),020334,03/05/2021,,,x,x,,x,
FLAGYL(NDA-020334),020334,04/03/2018,,,x,,,,
FLAGYL ER(NDA-020868),020868,07/08/2024,,,x,x,,,
FLAGYL ER(NDA-020868),020868,10/06/2023,,,x,,,,
FLAGYL ER(NDA-020868),020868,12/15/2021,,x,,x,,,
FLAGYL ER(NDA-020868),020868,03/05/2021,,,x,x,,x,
FLAGYL ER(NDA-020868),020868,04/03/2018,,,x,,,,
FLAGYL I.V. RTU IN PLASTIC CONTAINER(NDA-018657),018657,07/08/2024,,,x,x,,,
FLAGYL I.V. RTU IN PLASTIC CONTAINER(NDA-018657),018657,12/15/2021,,x,,x,,,
FLAGYL I.V. RTU IN PLASTIC CONTAINER(NDA-018657),018657,03/05/2021,,,x,x,,,
FLAGYL I.V. RTU IN PLASTIC CONTAINER(NDA-018657),018657,12/04/2017,,,x,x,,,
FLAREX(NDA-019079),019079,08/02/2022,,,x,x,,,
FLAREX(NDA-019079),019079,10/24/2016,,x,x,x,,,
FLECTOR(NDA-021234),021234,11/21/2024,,,x,x,,,
FLECTOR(NDA-021234),021234,04/28/2021,,,x,,,x,x
FLECTOR(NDA-021234),021234,03/01/2019,,,,x,,x,
FLECTOR(NDA-021234),021234,03/01/2019,,,,,,,
FLECTOR(NDA-021234),021234,08/30/2018,,,,,x,x,x
FLECTOR(NDA-021234),021234,05/09/2016,x,,x,,,,x
FLO-PRED(NDA-022067),022067,06/05/2024,,,x,,,,
FLO-PRED(NDA-022067),022067,07/15/2021,,,x,,,x,x
FLOLAN(NDA-020444),020444,08/24/2021,,,,,,,x
FLOLAN(NDA-020444),020444,12/12/2018,,,,x,,,
FLOLAN(NDA-020444),020444,10/23/2018,,,,,,,x
FLOLAN(NDA-020444),020444,05/14/2018,,,x,x,,x,x
FLOLIPID(NDA-206679),206679,09/25/2020,,,x,,,,
FLOMAX(NDA-020579),020579,01/23/2019,,,,,,x,
FLONASE(NDA-020121),020121,01/07/2019,,,x,,,x,x
FLORONE(NDA-017741),017741,10/25/2017,,,x,x,,x,x
FLORONE E(NDA-019259),019259,10/25/2017,,,x,x,,x,x
FLOVENT DISKUS 100(NDA-020833),020833,01/07/2019,,,x,,,x,x
FLOVENT DISKUS 100(NDA-020833),020833,07/19/2017,,x,,,,,x
FLOVENT DISKUS 100(NDA-020833),020833,10/05/2016,,,,,,x,
FLOVENT DISKUS 100(NDA-020833),020833,07/28/2016,,,,x,,x,
FLOVENT HFA(NDA-021433),021433,01/07/2019,,,x,,,x,x
FLOVENT HFA(NDA-021433),021433,07/19/2017,,,,x,,x,
FLOVENT HFA(NDA-021433),021433,10/05/2016,,,,,,x,
FLOVENT HFA(NDA-021433),021433,07/28/2016,,,,,,x,
FLOWTUSS(NDA-022424),022424,12/15/2023,,,,x,,,
FLOWTUSS(NDA-022424),022424,06/28/2018,x,x,x,x,x,x,x
FLOWTUSS(NDA-022424),022424,01/13/2017,x,,x,,x,,x
FLUDARABINE PHOSPHATE(NDA-022137),022137,11/19/2024,,,x,x,x,x,x
FLUDEOXYGLUCOSE F18(NDA-021870),021870,06/27/2019,,,,,,x,x
FLUORESCITE(NDA-021980),021980,11/17/2021,,,x,x,,x,
FLUORESCITE(NDA-021980),021980,02/02/2016,,x,x,x,,,
FLUOROPLEX(NDA-016988),016988,02/28/2022,,,x,,,,x
FLUOROPLEX(NDA-016988),016988,07/25/2016,,,,,,,x
FLUOROURACIL(NDA-012209),012209,07/29/2016,,,x,,,,
FLUOXETINE HYDROCHLORIDE(NDA-202133),202133,08/18/2023,,,x,x,,x,x
FLUOXETINE HYDROCHLORIDE(NDA-202133),202133,08/18/2023,,,,,,x,
FLUOXETINE HYDROCHLORIDE(NDA-202133),202133,09/20/2021,,,x,,,,x
FLUOXETINE HYDROCHLORIDE(NDA-202133),202133,01/04/2017,x,x,x,x,x,x,x
FLUOXETINE HYDROCHLORIDE(NDA-202133),202133,01/04/2017,,,x,,,,x
FOCALIN(NDA-021278),021278,10/13/2023,x,,x,x,,,x
FOCALIN(NDA-021278),021278,06/26/2021,,,,,x,,
FOCALIN(NDA-021278),021278,11/19/2019,,,,,,x,x
FOCALIN(NDA-021278),021278,01/10/2019,x,,x,x,x,x,x
FOCALIN(NDA-021278),021278,01/04/2017,,,,x,,,
FOCALIN XR(NDA-021802),021802,10/13/2023,x,,x,x,,,x
FOCALIN XR(NDA-021802),021802,06/26/2021,,,,,x,,
FOCALIN XR(NDA-021802),021802,11/19/2019,,,,,,x,x
FOCALIN XR(NDA-021802),021802,01/10/2019,x,,x,x,x,x,x
FOCALIN XR(NDA-021802),021802,01/04/2017,,,,x,,,
FOLLISTIM AQ(BLA-021211),021211,03/21/2023,,,,x,,x,
FOLLISTIM AQ(BLA-021211),021211,03/21/2023,,,,,,x,x
FOLLISTIM AQ(BLA-021211),021211,03/21/2023,,,,,,x,x
FOLOTYN(NDA-022468),022468,05/14/2020,,,,,,,
FOLOTYN(NDA-022468),022468,05/13/2016,,,,,,x,
FORANE(NDA-017624),017624,12/09/2024,,,,,,,
FORANE(NDA-017624),017624,11/01/2022,,,x,,,,
FORANE(NDA-017624),017624,10/25/2021,,x,x,x,x,x,
FORANE(NDA-017624),017624,04/27/2017,,,x,,,,
FORFIVO XL(NDA-022497),022497,05/07/2024,,,,x,,,
FORFIVO XL(NDA-022497),022497,12/10/2019,,,x,,,x,x
FORFIVO XL(NDA-022497),022497,05/04/2017,,,x,,,,x
FORTAMET(NDA-021574),021574,11/08/2018,,,,,,,
FORTAMET(NDA-021574),021574,04/05/2017,,x,x,x,x,x,x
FORTAZ(NDA-050578),050578,07/28/2017,,,x,,,,
FORTAZ IN PLASTIC CONTAINER(NDA-050634),050634,07/28/2017,,,x,,,,
FORTEO(NDA-021318),021318,11/16/2020,x,x,x,x,x,x,x
FORTEO(NDA-021318),021318,10/03/2019,,,,,,x,x
FORTESTA(NDA-021463),021463,03/13/2020,,x,,,,x,x
FORTESTA(NDA-021463),021463,10/25/2016,,,x,,,,
FOSAMAX(NDA-020560),020560,08/16/2019,,,,,,x,x
FOSAMAX PLUS D(NDA-021762),021762,08/16/2019,,,,,,x,x
FOSCAVIR(NDA-020068),020068,02/24/2017,,,x,x,x,,x
FOSCAVIR(NDA-020068),020068,11/10/2016,,,x,x,,,
FOSRENOL(NDA-021468),021468,08/29/2024,,x,,,,,x
FOSRENOL(NDA-021468),021468,12/12/2023,,,x,,,,
FOSRENOL(NDA-021468),021468,05/10/2023,,,x,,,,
FOSRENOL(NDA-021468),021468,05/11/2020,,,x,x,,x,x
FOSRENOL(NDA-021468),021468,11/08/2018,,,x,,,,
FOSRENOL(NDA-021468),021468,02/24/2016,,,x,x,,,
FOSRENOL(NDA-204734),204734,08/29/2024,,x,,,,,x
FOSRENOL(NDA-204734),204734,12/12/2023,,,x,,,,
FOSRENOL(NDA-204734),204734,05/10/2023,,,x,,,,
FOSRENOL(NDA-204734),204734,05/11/2020,,,x,x,,x,x
FOSRENOL(NDA-204734),204734,11/08/2018,,,x,,,,
FOSRENOL(NDA-204734),204734,02/24/2016,,,x,x,,,
FOTIVDA(NDA-212904),212904,08/06/2024,,,x,x,,,x
FRAGMIN(NDA-020287),020287,10/24/2024,,,,x,,,
FRAGMIN(NDA-020287),020287,10/15/2024,,,,x,,x,x
FRAGMIN(NDA-020287),020287,06/26/2020,,,,,,,x
FRAGMIN(NDA-020287),020287,05/16/2019,,,x,x,,x,x
FRAGMIN(NDA-020287),020287,05/12/2017,,,x,x,,x,x
FRAGMIN(NDA-020287),020287,08/04/2016,,,x,,,x,x
FROVA(NDA-021006),021006,08/20/2018,,,,,,x,x
FULPHILA(BLA-761075),761075,03/17/2021,,,x,x,,,x
FULPHILA(BLA-761075),761075,05/29/2019,,,,x,,,
FULPHILA(BLA-761075),761075,03/21/2019,,,x,x,,,x
FULVESTRANT(NDA-210063),210063,04/06/2021,,,,x,,,
FURADANTIN(NDA-009175),009175,02/01/2024,,,,,,,
FURADANTIN(NDA-009175),009175,06/11/2019,,,,x,,,
FUROSCIX(NDA-209988),209988,08/09/2024,,x,x,,,,x
FUROSEMIDE(NDA-018487),018487,03/08/2016,,,,,x,,
FUROSEMIDE(NDA-018667),018667,08/31/2022,,x,x,x,x,x,x
FUROSEMIDE(NDA-018667),018667,09/22/2016,,,x,x,x,,
FUROSEMIDE(NDA-018823),018823,07/14/2017,,,x,,x,,
FUROSEMIDE(NDA-018902),018902,02/23/2023,,,x,,x,x,x
FUROSEMIDE(NDA-018902),018902,03/08/2016,,,,,x,,
FUSILEV(NDA-020140),020140,01/08/2020,,x,x,x,x,x,
FUZEON(NDA-021481),021481,12/27/2018,,,,,,x,x
FYCOMPA(NDA-202834),202834,05/30/2019,,,x,,,,
FYCOMPA(NDA-202834),202834,09/27/2018,,,,x,,x,
FYCOMPA(NDA-202834),202834,07/26/2017,,,x,x,x,,x
FYCOMPA(NDA-202834),202834,11/03/2016,,,x,x,,x,x
FYCOMPA(NDA-208277),208277,05/31/2019,,,x,,,,
FYCOMPA(NDA-208277),208277,09/27/2018,,,,x,,x,
FYCOMPA(NDA-208277),208277,07/26/2017,,,x,x,x,,x
GABITRIL(NDA-020646),020646,08/09/2016,,,,,x,,
GABLOFEN(NDA-022462),022462,12/19/2019,,,,,,x,
GADAVIST(NDA-201277),201277,07/23/2024,,,,x,,,
GADAVIST(NDA-201277),201277,01/26/2024,x,,x,,,,x
GADAVIST(NDA-201277),201277,07/12/2019,,,,x,,x,
GADAVIST(NDA-201277),201277,04/26/2018,,,x,x,,x,x
GALAFOLD(NDA-208623),208623,06/20/2023,,,,x,x,x,x
GALAFOLD(NDA-208623),208623,06/20/2023,,,,x,x,x,x
GALAFOLD(NDA-208623),208623,09/25/2020,,,,,,x,x
GALLIUM DOTATOC GA 68(NDA-210828),210828,12/22/2021,,,x,x,,,
GALLIUM GA 68 DOTATOC(NDA-210828),210828,07/27/2023,,,,x,,,
GALZIN(NDA-020458),020458,04/25/2024,,,x,x,,,
GANCICLOVIR(NDA-209347),209347,09/20/2017,,x,x,x,x,x,x
GANIRELIX ACETATE(NDA-021057),021057,09/23/2024,,x,x,,,,
GANIRELIX ACETATE(NDA-021057),021057,08/14/2023,,,,x,,,
GANIRELIX ACETATE(NDA-021057),021057,08/14/2023,,x,x,,,,
GANIRELIX ACETATE(NDA-021057),021057,08/14/2023,,x,x,,,,
GATTEX KIT(NDA-203441),203441,09/19/2024,,,x,x,,,x
GATTEX KIT(NDA-203441),203441,01/29/2021,,,,,,x,
GATTEX KIT(NDA-203441),203441,05/16/2019,,,x,x,x,x,x
GATTEX KIT(NDA-203441),203441,12/18/2018,,,x,x,x,x,x
GAVRETO(NDA-213721),213721,03/22/2024,,,,,,x,
GAVRETO(NDA-213721),213721,08/09/2023,,,x,x,,x,x
GAVRETO(NDA-213721),213721,07/20/2023,,,,x,,,
GAVRETO(NDA-213721),213721,06/30/2023,,,,,x,,
GAVRETO(NDA-213721),213721,11/10/2021,,,x,x,,x,x
GAZYVA(BLA-125486),125486,07/27/2022,,,,,,x,
GAZYVA(BLA-125486),125486,07/12/2022,,,x,x,,,x
GAZYVA(BLA-125486),125486,02/14/2022,,,,x,,,
GAZYVA(BLA-125486),125486,03/27/2020,,,x,x,,x,x
GAZYVA(BLA-125486),125486,11/16/2017,,,x,x,,x,
GAZYVA(BLA-125486),125486,11/16/2017,,x,x,x,,,
GELNIQUE(NDA-022204),022204,10/25/2017,,,x,x,x,x,x
GEMCITABINE HYDROCHLORIDE(NDA-200795),200795,05/31/2024,,,x,x,,,x
GEMCITABINE HYDROCHLORIDE(NDA-200795),200795,06/21/2019,,x,x,x,,x,
GEMCITABINE HYDROCHLORIDE(NDA-200795),200795,01/26/2018,,,x,x,,x,x
GEMCITABINE HYDROCHLORIDE(NDA-209604),209604,09/24/2024,,,x,x,,,x
GEMCITABINE HYDROCHLORIDE(NDA-209604),209604,06/25/2019,,x,x,x,,x,x
GEMCITABINE HYDROCHLORIDE(NDA-209604),209604,12/18/2018,,,,x,,,
GEMCITABINE HYDROCHLORIDE(NDA-209604),209604,07/30/2018,,,,,,x,
GEMTESA(NDA-213006),213006,12/18/2024,,,x,x,,x,x
GEMTESA(NDA-213006),213006,10/08/2024,,x,x,x,,,x
GEMZAR(NDA-020509),020509,05/14/2019,,,x,x,,x,
GEMZAR(NDA-020509),020509,11/20/2018,,,,,,,
GEMZAR(NDA-020509),020509,09/13/2017,,,,,,x,
GENOTROPIN(BLA-020280),020280,08/16/2024,,x,,,,x,
GENOTROPIN(BLA-020280),020280,12/13/2016,,x,x,x,,,
GENOTROPIN(BLA-020280),020280,09/06/2016,,,x,x,,,
GENVOYA(NDA-207561),207561,01/07/2022,,,,x,,x,
GENVOYA(NDA-207561),207561,09/13/2021,,,,,,x,
GENVOYA(NDA-207561),207561,03/04/2021,,,x,x,,,x
GENVOYA(NDA-207561),207561,12/02/2020,,,x,,x,,
GENVOYA(NDA-207561),207561,03/18/2019,,,,,x,,
GENVOYA(NDA-207561),207561,12/10/2018,,,x,x,,x,
GENVOYA(NDA-207561),207561,11/02/2018,,x,,,x,x,x
GENVOYA(NDA-207561),207561,08/01/2018,,x,x,,x,,
GENVOYA(NDA-207561),207561,11/22/2017,,,x,x,x,,
GENVOYA(NDA-207561),207561,09/26/2017,,,,x,,x,
GENVOYA(NDA-207561),207561,08/15/2017,,,,x,,,
GENVOYA(NDA-207561),207561,04/07/2017,,,x,,,,x
GENVOYA(NDA-207561),207561,02/15/2017,,,,x,,x,x
GENVOYA(NDA-207561),207561,02/15/2017,,,,x,,x,x
GENVOYA(NDA-207561),207561,12/07/2016,,,x,x,x,x,x
GENVOYA(NDA-207561),207561,09/15/2016,,x,,,x,,x
GENVOYA(NDA-207561),207561,09/07/2016,,,x,x,x,x,x
GENVOYA(NDA-207561),207561,03/08/2016,,,,,x,,
GEODON(NDA-020825),020825,01/28/2022,,,,,,x,
GEODON(NDA-020825),020825,05/18/2021,,,,,,,x
GEODON(NDA-020825),020825,01/23/2020,,,,,,x,x
GEODON(NDA-020825),020825,11/05/2018,x,,x,,,,
GEODON(NDA-020825),020825,02/23/2017,,,x,,,,
GEODON(NDA-020919),020919,05/18/2021,,,,,,,x
GEODON(NDA-020919),020919,01/23/2020,,,,,,x,x
GEODON(NDA-020919),020919,11/05/2018,x,,x,,,,
GEODON(NDA-020919),020919,02/23/2017,,,x,,,,
GEODON(NDA-021483),021483,02/23/2017,,,x,,,,
GIAZO(NDA-022205),022205,11/01/2021,,,x,x,,,x
GIAZO(NDA-022205),022205,10/01/2020,x,,x,x,x,x,x
GIAZO(NDA-022205),022205,01/07/2020,,,,,,x,x
GILENYA(NDA-022527),022527,06/05/2024,,,x,x,,,x
GILENYA(NDA-022527),022527,08/10/2023,,,x,,,,
GILENYA(NDA-022527),022527,12/26/2019,,,x,x,,x,x
GILENYA(NDA-022527),022527,08/16/2019,,,x,x,,,x
GILENYA(NDA-022527),022527,01/11/2019,,x,x,x,,,x
GILENYA(NDA-022527),022527,10/26/2018,,,x,x,,x,x
GILENYA(NDA-022527),022527,05/11/2018,,,x,x,x,x,x
GILENYA(NDA-022527),022527,12/15/2017,,,x,x,,,x
GILENYA(NDA-022527),022527,02/19/2016,,x,x,,,,
GILOTRIF(NDA-201292),201292,04/07/2022,,,,,,x,
GILOTRIF(NDA-201292),201292,10/11/2019,,,x,x,x,x,x
GILOTRIF(NDA-201292),201292,11/06/2017,,,,x,,,
GILOTRIF(NDA-201292),201292,10/04/2016,,,,x,,,x
GILOTRIF(NDA-201292),201292,04/20/2016,,,x,,,x,
GIMOTI(NDA-209388),209388,01/14/2021,,,,,x,,
GIVLAARI(NDA-212194),212194,04/29/2024,,,x,x,,,
GIVLAARI(NDA-212194),212194,10/28/2021,,,x,x,,,x
GLEEVEC(NDA-021588),021588,08/19/2022,,,,x,,,
GLEEVEC(NDA-021588),021588,03/24/2022,,,,x,,,
GLEEVEC(NDA-021588),021588,08/10/2020,,,,x,,,
GLEEVEC(NDA-021588),021588,08/21/2018,,,,x,,,
